sample_id,bases,number_of_reads,coverage,avg_read_length,insert_size_metrics,platform,instrument_model,library_source,library_strategy,library_layout,seqencing center
BS_FTKPQ5FZ,10265820800,51329104,,200,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI@CHOP Genome Center
BS_FTRXA2R5,58515441344,389366979,33.384067,150.283523,406,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_FVGXRPNG,54607339103,363603484,30.419809,150.183762,367,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_FVPMPMRJ,106180175501,707160676,58.875459,150.15,380,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_FVYBGMG1,101170322757,674094076,56.465591,150.083388,385,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_FW28DA07,69405121726,462460554,36.867015,150.077928,336,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_FW5ECXXK,10208761400,51043807,,200,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI@CHOP Genome Center
BS_FWCKP4X1,120640656853,803191214,66.114901,150.201664,391,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_FWMJPKCV,51070384062,186388263,,274,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_FWP8ZA4K,25364954766,251138166,200,101,172,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_FX2P2WEG,21006162702,86445114,,243,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_FXDY881S,112831704061,751274351,63.089384,150.187084,373,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_FXJY0MNH,36481338600,121604462,,300,,BGISEQ,BGISEQ-500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI
BS_FYJMNRGK,109754567564,730766666,61.537716,150.190988,388,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_FYP2B298,31654317000,105514390,,300,,ILLUMINA,Illumina NovaSeq 6000,TRANSCRIPTOMIC,RNA-Seq,paired-end,Novogene
BS_FYRDYBMZ,24133817620,95015030,,254,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_G00FHF3Q,38692588950,143305885,,270,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_G113MX63,58231489050,388209927,31.957229,150,354,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,Genomic Clinical Core at Sidra Medical and Research Center
BS_G12HNXYX,131170034850,874466899,67.082702,150,342,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,Genomic Clinical Core at Sidra Medical and Research Center
BS_G16NM5WJ,126310442144,841307698,71.751353,150.135845,399,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_G1Y281HX,34112560293,131708727,,259,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_G2016BE5,83061286034,553667959,47.180981,150.020034,376,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_G23JJAZY,12889141600,64445708,,200,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI@CHOP Genome Center
BS_G3NN392N,31667875118,156771659,,202,,ILLUMINA,Illumina NovaSeq 6000,TRANSCRIPTOMIC,RNA-Seq,paired-end,The Translational Genomics Research Institute
BS_G3RJTBZD,32621714532,126440754,,258,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_G473TPVG,75691157015,503862910,36.970164,150.221728,383,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_G4EX0H98,108577813979,722746657,59.555262,150.229424,369,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_G4NEC9N5,61999050921,412844523,34.702777,150.175302,380,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_G5B1ZN5S,69460915509,462187450,36.906006,150.287325,408,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_G5NHSFD4,35214339106,127127578,,277,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_G5QBBHDV,19581717540,81251940,,241,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_G5VS97AD,8513702510,85000000,113,100.161206,173,ILLUMINA,Illumina HiSeq 2500,GENOMIC,WXS,paired-end,CHOP DGD
BS_G5XNCQ60,36337507375,121530125,,299,,BGISEQ,BGISEQ-500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI
BS_G61CN2V0,148221373888,988253625,81.035685,149.983132,359,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_G63HYD6N,41640641952,152529824,,273,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_G64B5MDA,59363531256,395286392,32.917967,150.178535,384,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_G65EA38C,197200851676,1313246509,106.325954,150.16286,382,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_G6HX0ZXZ,84484057800,563227052,40.55,150,289,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_G6Z63GZD,11508824255,113948755,184,101,168,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_G7AGNB5G,34646664768,127377444,,272,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_G9MQM1KK,135263930918,901498105,67.880962,150.0435,329,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_G9XE3N9T,28462591632,104641881,,272,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GAA327FP,106886228211,711521793,61.150649,150.222002,368,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GABF65KC,62840205598,418267222,34.153368,150.239374,379,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GAFJBRM5,66254599493,441101957,34.257372,150.202461,381,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GAGRGSSX,27148420404,104820156,,259,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GAPT45QB,39449516784,262896438,22.513087,150.057251,401,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GBQ6A3ST,57137750700,380918338,32.153838,150,362,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,Genomic Clinical Core at Sidra Medical and Research Center
BS_GBT44HST,19745788860,195502860,200,101,190,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_GC3CH9TY,39874886542,145528783,,274,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GCA4GET3,30342050226,116253066,,261,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GCG2PKQA,84484057800,563227052,40.55,150,289,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_GCNH4CC0,60427774637,402263317,34.367803,150.219451,368,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GCQEB05M,107766494630,717537440,59.196895,150.189368,351,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GCQFGDTX,51486583392,186545592,,276,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GDHH6T5A,31098457440,115179472,,270,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GDPZN3SD,138892156536,926851947,71.699836,149.85366,300,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GE2RVZE6,37083172254,136838274,,271,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GE6GWP4A,60727258034,404232544,34.082693,150.228523,370,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GERET530,46877651017,312417046,26.231675,150.048314,395,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GEYA8N9C,63392880753,421742324,33.874667,150.311878,411,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GFKX8YM0,58133452661,386875682,31.874541,150.26391,386,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GFM6EA61,22572856264,92511706,,244,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GFS9JEE6,116821987975,778368872,64.628347,150.085637,371,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GG9W3J9Y,29684852190,109943897,,270,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GGNKMKW9,62645925707,416717617,35.533845,150.331839,408,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GGY4Q2C9,127162518900,847750126,69.655498,150,358,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,Genomic Clinical Core at Sidra Medical and Research Center
BS_GHNJ4CYC,25788278116,101528654,,254,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GJNCYABP,23783037264,94377132,,252,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GJWAV3E5,74269621995,494830682,37.019431,150.09098,367,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GKFY1GX4,63997011600,426646744,32.984742,150,342,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,Genomic Clinical Core at Sidra Medical and Research Center
BS_GKJZGTFS,73357722480,488379951,37.665102,150.206253,367,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GKN0B47F,106215369818,707094281,60.578818,150.213872,405,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GKPVZXYP,118998619071,793728463,65.1992,149.923588,344,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GKRMQS5W,54121984952,360381364,30.270364,150.179755,379,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GKXD33YH,22266661798,220461998,200,101,186,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_GM9Y3AZ5,32514288248,131106001,,248,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GMDQK06Q,37693348380,139604994,,270,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GMJBGBWB,30966400014,122396838,,253,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GMJP7PN2,60595880147,403696016,34.87773,150.102745,396,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GMQZNQH8,108430596916,722516223,62.602554,150.073581,383,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GMVP7K9F,84484057800,563227052,40.55,150,289,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_GNH80DDG,68871510511,459332771,34.263497,149.93816,310,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GNV89A5P,30749428164,112635268,,273,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GP9W8WG8,56780572500,567805725,34.421041,100,460,ILLUMINA,Illumina HiSeq 2500,GENOMIC,WGS,paired-end,BGI@CHOP Genome Center
BS_GQ03DXR8,84484057800,563227052,40.55,150,289,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_GQFPB8F3,33300454167,329707467,200,101,160,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,Ashion
BS_GR46VD0Q,45936104225,167040379,,275,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GRECE8Q9,122934750463,818997296,69.240316,150.103976,418,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GRS3T427,102936985717,685572859,57.783457,150.147405,368,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GS1KR5PK,56082462982,210836327,,266,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GS9JCK55,119767188348,797091517,65.936505,150.255254,384,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GSF4J5DP,42999138942,286422512,24.62399,150.124858,399,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GSKG0MB0,59920482507,398843574,33.049283,150.235547,383,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GSTHVZFR,63572486040,423031188,36.029714,150.278485,397,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GSVCN2XC,31547018880,121334688,,260,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GTAJFTTR,129855431850,865702879,72.800825,150,349,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,Genomic Clinical Core at Sidra Medical and Research Center
BS_GTY5J0S4,60479630210,402815255,33.663501,150.142353,386,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GTZCFGRZ,33644838666,135119834,,249,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GV3NZ9QD,44709181630,164978530,,271,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GVA39GGG,64219710499,427934850,36.07365,150.068896,359,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GW0GKWMS,33408971640,126549135,,264,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GWCRMKE6,34666149063,126982231,,273,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GWFF9E3C,67377114612,448667118,36.472837,150.171724,365,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GWPJKM7G,111010052263,738930535,60.025986,150.230701,389,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GWSJ4Z9H,22549052950,111628975,,202,,ILLUMINA,Illumina NovaSeq 6000,TRANSCRIPTOMIC,RNA-Seq,paired-end,The Translational Genomics Research Institute
BS_GXACEYKB,122524367988,818410141,59.010729,149.710227,284,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_GXTFW99H,39908603640,156504328,,255,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GYA4V1RD,47711960308,174131242,,274,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_GYXSDZ56,37873414080,140271904,,270,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_H0638GZT,127951621875,852464309,71.424408,150.096163,340,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_H0QWRJE2,36712432211,139590997,,263,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_H174820R,85897289508,572403032,46.373738,150.064351,365,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_H17P6WH8,66856278228,444992881,36.761856,150.241231,374,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_H1K33JVK,140825294313,937551993,77.417205,150.205317,392,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_H1MNXNHB,119362739449,795262441,66.085705,150.092263,370,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_H1XPVS9A,28217168640,104508032,,270,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_H1ZS5FMZ,28470670226,110780818,,257,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_H281CW3G,59698364137,397192485,34.181406,150.30084,431,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_H2K7XX4X,137057717883,913295440,70.552012,150.069421,355,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_H3FE3TH9,37897024550,137807362,,275,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_H3TYF6GD,25060124343,248120043,200,101,193,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,The Translational Genomics Research Institute
BS_H3Y8FWHV,40565260464,149136987,,272,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_H4B5Y6S0,10605296600,53026483,,200,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI@CHOP Genome Center
BS_H4KBJDGN,61388221498,408780913,34.071775,150.173894,371,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_H4NXBD2D,11750331800,58751659,,200,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI@CHOP Genome Center
BS_H50HR85Y,130677839400,873837559,64.968528,149.544773,277,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_H5KWGC03,60496057591,402482790,34.405202,150.307191,403,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_H64GWVJQ,32160193923,107559177,,299,,BGISEQ,BGISEQ-500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI
BS_H6JD43MF,57647571000,384317140,32.009961,150,342,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,Genomic Clinical Core at Sidra Medical and Research Center
BS_H83DTMT2,101458977559,675756693,55.786157,150.141284,369,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_H8A9PSYA,27569447640,103644540,,266,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_H8E4K1DT,115088086879,767528524,61.892313,149.946332,339,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_H8MAKDRB,89948656448,599380612,51.344683,150.069346,387,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_H8NWA41N,135873052005,904364585,70.953308,150.241456,400,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_H97S5SQN,17878035856,88505128,,202,,ILLUMINA,Illumina NovaSeq 6000,TRANSCRIPTOMIC,RNA-Seq,paired-end,The Translational Genomics Research Institute
BS_H9813KRS,65195342844,434049519,36.191298,150.202546,372,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_H9JYKFTV,18736501516,92754958,,202,,ILLUMINA,Illumina NovaSeq 6000,TRANSCRIPTOMIC,RNA-Seq,paired-end,Ashion
BS_H9YGSVB9,84484057800,563227052,40.55,150,289,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_HA20Y4XY,41069219385,151546935,,271,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_HA81ER6E,71488105626,707803026,581.463461,101,148,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,Ashion
BS_HA8VYBMA,13190208593,131506121,176,100.3011,193,ILLUMINA,Illumina HiSeq 2500,GENOMIC,WXS,paired-end,CHOP DGD
BS_HAA3VH3V,69262589385,461213264,36.926884,150.174756,358,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HB03GSHF,28862983845,110586145,,261,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_HBAKYKQM,109697509221,730873132,63.293451,150.091041,378,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HBJZR69P,24321551925,95378635,,255,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_HC44ZA0V,33960516115,128152891,,265,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_HC4T1EEP,133226359251,886293837,75.493962,150.318499,387,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HC5M8JTC,36420329102,135391558,,269,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_HCP5C912,43275528216,159688296,,271,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_HD4EJYE3,37032149700,142431345,,260,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_HD85HDA9,84484057800,563227052,40.55,150,289,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_HE0WJRW6,36704614200,122348714,,300,,BGISEQ,BGISEQ-500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI
BS_HE57E1RP,30088315014,114840897,,262,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_HEJ72V3F,127519404393,848647285,73.56271,150.26196,421,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HEX2HGHN,23401481133,231697833,200,101,164,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,Ashion
BS_HF1TR0QN,24875124663,246288363,200,101,142,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,Ashion
BS_HF3RNN2T,31628145864,118902804,,266,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_HGKDT5AJ,33864385142,335290942,200,101,142,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WXS,paired-end,Ashion
BS_HGP0PV0D,118770627541,790850418,66.675413,150.1809,365,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HGPJ76NM,60823027365,405349360,32.868719,150.050878,336,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HHJZ05XC,66372700766,441770238,36.323175,150.242581,383,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HHPA8NJ2,33436791998,124300342,,269,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_HJ7HYZ7N,66111273972,440120649,36.912001,150.211707,404,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HJ95JNFN,108977021058,727418086,59.401833,149.813461,350,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HJ99CJ2R,63180987727,420726082,34.815453,150.171312,364,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HJRTC9JQ,44307336203,164711287,,269,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_HKNDNG01,70770176256,471299822,37.368857,150.159565,394,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HKZENFDA,10069071600,50345358,,200,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,RNA-Seq,paired-end,BGI@CHOP Genome Center
BS_HM2ZG2J7,55902440258,372127557,31.928788,150.223866,383,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HM5GFJN8,107818058593,717602955,61.370363,150.247512,406,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HM5N78GV,109246970122,728256068,61.605572,150.011754,381,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HMWZ2893,55130441958,367342088,31.451103,150.079296,409,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HN0SA3ZK,67310643665,448725455,37.358439,150.004068,339,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HN8DE43A,124577450484,828859623,68.894388,150.299818,385,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HNE6BPMH,116953770693,778574716,67.006389,150.215218,379,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HNWNZFHA,61956613043,412619147,33.923523,150.154479,342,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HP0BWRY0,54893994300,365959962,24.817909,150,274,ILLUMINA,Illumina NovaSeq 6000,GENOMIC,WGS,paired-end,Novogene
BS_HPMX6CT4,100197925257,667685781,58.353074,150.067484,404,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HQ5BJ6MW,26219969404,103228226,,254,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
BS_HQEFFVM1,56846762241,378141897,33.03528,150.331827,419,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HQFNQHVW,121543481439,809028843,68.653287,150.233805,395,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HRJ9145M,13250090140,45689966,,290,,ILLUMINA,Illumina HiSeq 2500,TRANSCRIPTOMIC,RNA-Seq,paired-end,CHOP DGD
BS_HS2BZ6T2,58130918885,386708819,31.01646,150.322196,376,ILLUMINA,HiSeq X Ten,GENOMIC,WGS,paired-end,NantOmics
BS_HSHN8PBB,33315191640,127157220,,262,,ILLUMINA,HiSeq X Ten,TRANSCRIPTOMIC,RNA-Seq,paired-end,NantOmics
